KPI,BatsManID,BowlerID,BatsManName,BowlerName,Runs,RunsThroughExtras,TotalRuns,BallsFaced,StrikeRate,DotBalls,DBPercent,DotBallFrequency,ScoringBalls,Ones,Twos,Threes,Fours,Sixes,BdryFreq,BdryPercent,WicketLost,RPSS
Head To Head,2018-100mb00000000011-cbf5eb14e99b11,2018-100mb00000000015-3501d442e99c11,Shikhar Dhawan,Bhuvneshwar Kumar,11,1,12,11,109.09,6,63.64,1.57,4,1,1,0,2,0,5.50,66.67,1,3.00
Head To Head,2018-100mb00000000011-cbf5eb14e99b11,2018-100mb00000000033-d93110bbf88911,Shikhar Dhawan,Pat Cummins,3,0,3,5,60.00,2,40.00,2.50,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000137-d774e3d1449c11,2018-100mb00000000015-3501d442e99c11,Prabhsimran Singh,Bhuvneshwar Kumar,4,0,4,4,100.00,3,75.00,1.33,1,0,0,0,1,0,4.00,100.00,1,4.00
Head To Head,2019-100mb00000000137-d774e3d1449c11,2018-100mb00000000033-d93110bbf88911,Prabhsimran Singh,Pat Cummins,0,0,0,2,0.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2019-100mb00000000138-5bd8fcf6449d11,2018-100mb00000000033-d93110bbf88911,Sam Curran,Pat Cummins,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000138-5bd8fcf6449d11,2019-100mb00000000180-1352e0b244b611,Sam Curran,Jaydev Unadkat,8,0,8,4,200.00,1,25.00,4.00,3,2,0,0,0,1,4.00,75.00,0,2.67
Head To Head,2019-100mb00000000138-5bd8fcf6449d11,2019-100mb00000000224-85b4cb8c44c011,Sam Curran,T Natarajan,7,0,7,7,100.00,4,57.14,1.75,3,1,1,0,1,0,7.00,57.14,1,2.33
Head To Head,2019-100mb00000000138-5bd8fcf6449d11,2023-100mb00000001944-c9a4b0e8c40511,Sam Curran,Nitish Kumar Reddy,13,0,13,8,162.50,3,37.50,2.67,5,3,0,0,1,1,4.00,76.92,0,2.60
Head To Head,2019-100mb00000000191-df21803b44b711,2018-100mb00000000015-3501d442e99c11,Shashank Singh,Bhuvneshwar Kumar,14,2,16,5,320.00,0,0.00,0.00,5,2,0,0,3,0,1.67,75.00,0,3.20
Head To Head,2019-100mb00000000191-df21803b44b711,2018-100mb00000000033-d93110bbf88911,Shashank Singh,Pat Cummins,7,0,7,4,175.00,0,0.00,0.00,4,3,0,0,1,0,4.00,57.14,0,1.75
Head To Head,2019-100mb00000000191-df21803b44b711,2019-100mb00000000180-1352e0b244b611,Shashank Singh,Jaydev Unadkat,8,0,8,4,200.00,1,25.00,4.00,3,2,0,0,0,1,4.00,75.00,0,2.67
Head To Head,2019-100mb00000000191-df21803b44b711,2019-100mb00000000224-85b4cb8c44c011,Shashank Singh,T Natarajan,14,0,14,9,155.56,2,22.22,4.50,7,4,1,0,2,0,4.50,57.14,0,2.00
Head To Head,2019-100mb00000000191-df21803b44b711,2020-100mb00000000523-53bc4c09638b11,Shashank Singh,Shahbaz Ahmed,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000191-df21803b44b711,2023-100mb00000001944-c9a4b0e8c40511,Shashank Singh,Nitish Kumar Reddy,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000216-33c1188144bd11,2018-100mb00000000015-3501d442e99c11,Jonny Bairstow,Bhuvneshwar Kumar,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2019-100mb00000000216-33c1188144bd11,2018-100mb00000000033-d93110bbf88911,Jonny Bairstow,Pat Cummins,0,0,0,2,0.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2022-100mb00000000820-ef56fe6f762211,2018-100mb00000000015-3501d442e99c11,Sikandar Raza,Bhuvneshwar Kumar,0,0,0,2,0.00,2,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2022-100mb00000000820-ef56fe6f762211,2018-100mb00000000033-d93110bbf88911,Sikandar Raza,Pat Cummins,2,0,2,4,50.00,2,50.00,2.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000000820-ef56fe6f762211,2019-100mb00000000180-1352e0b244b611,Sikandar Raza,Jaydev Unadkat,8,0,8,7,114.29,4,57.14,1.75,3,2,0,0,0,1,7.00,75.00,1,2.67
Head To Head,2022-100mb00000000820-ef56fe6f762211,2019-100mb00000000224-85b4cb8c44c011,Sikandar Raza,T Natarajan,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000000820-ef56fe6f762211,2020-100mb00000000523-53bc4c09638b11,Sikandar Raza,Shahbaz Ahmed,8,0,8,4,200.00,1,25.00,4.00,3,2,0,0,0,1,4.00,75.00,0,2.67
Head To Head,2022-100mb00000000820-ef56fe6f762211,2023-100mb00000001944-c9a4b0e8c40511,Sikandar Raza,Nitish Kumar Reddy,9,0,9,4,225.00,1,25.00,4.00,3,1,0,0,2,0,2.00,88.89,0,3.00
Head To Head,2022-100mb00000001000-d90666b7a44d11,2019-100mb00000000180-1352e0b244b611,Jitesh Sharma,Jaydev Unadkat,5,0,5,4,125.00,1,25.00,4.00,3,1,2,0,0,0,0.00,0.00,0,1.67
Head To Head,2022-100mb00000001000-d90666b7a44d11,2019-100mb00000000224-85b4cb8c44c011,Jitesh Sharma,T Natarajan,6,0,6,4,150.00,1,25.00,4.00,3,2,0,0,1,0,4.00,66.67,0,2.00
Head To Head,2022-100mb00000001000-d90666b7a44d11,2023-100mb00000001944-c9a4b0e8c40511,Jitesh Sharma,Nitish Kumar Reddy,8,1,9,3,300.00,1,33.33,3.00,2,0,1,0,0,1,3.00,66.67,1,4.50
Head To Head,2024-100mb00000003109-b7f98c40df9d11,2018-100mb00000000015-3501d442e99c11,Ashutosh Sharma,Bhuvneshwar Kumar,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2024-100mb00000003109-b7f98c40df9d11,2018-100mb00000000033-d93110bbf88911,Ashutosh Sharma,Pat Cummins,9,0,9,4,225.00,1,25.00,4.00,3,1,0,0,2,0,2.00,88.89,0,3.00
Head To Head,2024-100mb00000003109-b7f98c40df9d11,2019-100mb00000000180-1352e0b244b611,Ashutosh Sharma,Jaydev Unadkat,17,3,20,5,400.00,0,0.00,0.00,5,1,2,0,0,2,2.50,60.00,0,4.00
Head To Head,2024-100mb00000003109-b7f98c40df9d11,2019-100mb00000000224-85b4cb8c44c011,Ashutosh Sharma,T Natarajan,5,0,5,3,166.67,1,33.33,3.00,2,1,0,0,1,0,3.00,80.00,0,2.50
Head To Head,2024-100mb00000003109-b7f98c40df9d11,2023-100mb00000001944-c9a4b0e8c40511,Ashutosh Sharma,Nitish Kumar Reddy,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000182-b78f12ef44b611,2018-100mb00000000021-a294dad8e99c11,Jos Buttler,Umesh Yadav,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000182-b78f12ef44b611,2019-100mb00000000218-42d9d6f544bf11,Jos Buttler,Rashid Khan,0,0,0,3,0.00,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2019-100mb00000000182-b78f12ef44b611,2023-100mb00000002518-9a5f0c5357b311,Jos Buttler,Spencer Johnson,7,0,7,6,116.67,1,16.67,6.00,5,3,2,0,0,0,0.00,0.00,0,1.40
Head To Head,2019-100mb00000000189-ac8c327a44b711,2019-100mb00000000100-f196053e43f611,Riyan Parag,Mohit Sharma,27,1,28,12,233.33,1,8.33,12.00,11,5,3,0,1,2,4.00,57.14,1,2.55
Head To Head,2019-100mb00000000189-ac8c327a44b711,2019-100mb00000000218-42d9d6f544bf11,Riyan Parag,Rashid Khan,13,0,13,15,86.67,6,40.00,2.50,9,7,1,0,1,0,15.00,30.77,0,1.44
Head To Head,2019-100mb00000000189-ac8c327a44b711,2022-100mb00000000975-56f6385ba44611,Riyan Parag,Noor Ahmad,33,1,34,17,200.00,4,23.53,4.25,13,7,2,0,1,3,4.25,64.71,0,2.62
Head To Head,2019-100mb00000000189-ac8c327a44b711,2023-100mb00000002518-9a5f0c5357b311,Riyan Parag,Spencer Johnson,3,0,3,4,75.00,1,25.00,4.00,3,3,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000190-c62cbae544b711,2018-100mb00000000021-a294dad8e99c11,Sanju Samson,Umesh Yadav,18,2,20,7,285.71,1,14.29,7.00,6,2,1,0,2,1,2.33,70.00,0,3.33
Head To Head,2019-100mb00000000190-c62cbae544b711,2019-100mb00000000100-f196053e43f611,Sanju Samson,Mohit Sharma,15,3,18,10,180.00,2,20.00,5.00,8,5,1,0,2,0,5.00,44.44,0,2.25
Head To Head,2019-100mb00000000190-c62cbae544b711,2019-100mb00000000218-42d9d6f544bf11,Sanju Samson,Rashid Khan,5,0,5,6,83.33,1,16.67,6.00,5,5,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000190-c62cbae544b711,2022-100mb00000000975-56f6385ba44611,Sanju Samson,Noor Ahmad,9,0,9,7,128.57,2,28.57,3.50,5,4,0,0,0,0,0.00,0.00,0,1.80
Head To Head,2019-100mb00000000190-c62cbae544b711,2023-100mb00000002518-9a5f0c5357b311,Sanju Samson,Spencer Johnson,21,0,21,8,262.50,1,12.50,8.00,7,3,0,0,3,1,2.00,85.71,0,3.00
Head To Head,2019-100mb00000000210-b8addb3444bb11,2018-100mb00000000021-a294dad8e99c11,Shimron Hetmyer,Umesh Yadav,8,0,8,3,266.67,0,0.00,0.00,3,2,0,0,0,1,3.00,75.00,0,2.67
Head To Head,2019-100mb00000000210-b8addb3444bb11,2019-100mb00000000100-f196053e43f611,Shimron Hetmyer,Mohit Sharma,5,0,5,2,250.00,0,0.00,0.00,2,1,0,0,1,0,2.00,80.00,0,2.50
Head To Head,2020-100mb00000000533-e895f279639811,2018-100mb00000000021-a294dad8e99c11,Yashasvi Jaiswal,Umesh Yadav,18,0,18,13,138.46,8,61.54,1.63,5,0,1,0,4,0,3.25,88.89,1,3.60
Head To Head,2020-100mb00000000533-e895f279639811,2023-100mb00000002518-9a5f0c5357b311,Yashasvi Jaiswal,Spencer Johnson,6,0,6,6,100.00,3,50.00,2.00,3,2,0,0,1,0,6.00,66.67,0,2.00
Head To Head,2019-100mb00000000061-6d68257c17f311,2018-100mb00000000010-b76159ade99b11,Vijay Shankar,Yuzvendra Chahal,5,0,5,3,166.67,1,33.33,3.00,2,1,0,0,1,0,3.00,80.00,1,2.50
Head To Head,2019-100mb00000000061-6d68257c17f311,2019-100mb00000000347-a1e95770e42911,Vijay Shankar,Keshav Maharaj,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000061-6d68257c17f311,2022-100mb00000001005-56564f7fa44f11,Vijay Shankar,Kuldeep Sen,9,1,10,5,200.00,2,40.00,2.50,3,1,0,0,2,0,2.50,80.00,0,3.33
Head To Head,2019-100mb00000000062-8fa4884a17f311,2018-100mb00000000010-b76159ade99b11,Shubman Gill,Yuzvendra Chahal,20,1,21,10,210.00,1,10.00,10.00,9,4,2,0,3,0,3.33,57.14,1,2.33
Head To Head,2019-100mb00000000062-8fa4884a17f311,2018-100mb00000000045-f658f1b6f88a11,Shubman Gill,Ravichandran Ashwin,16,1,17,11,154.55,2,27.27,3.67,8,4,2,0,2,0,5.50,47.06,0,2.13
Head To Head,2019-100mb00000000062-8fa4884a17f311,2019-100mb00000000066-573f78a31e3711,Shubman Gill,Trent Boult,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000062-8fa4884a17f311,2019-100mb00000000109-5cc123ab449411,Shubman Gill,Avesh Khan,13,0,13,6,216.67,1,16.67,6.00,5,3,0,0,1,1,3.00,76.92,0,2.60
Head To Head,2019-100mb00000000062-8fa4884a17f311,2019-100mb00000000347-a1e95770e42911,Shubman Gill,Keshav Maharaj,13,0,13,8,162.50,2,25.00,4.00,6,3,2,0,0,1,8.00,46.15,0,2.17
Head To Head,2019-100mb00000000062-8fa4884a17f311,2022-100mb00000001005-56564f7fa44f11,Shubman Gill,Kuldeep Sen,8,0,8,6,133.33,0,0.00,0.00,6,4,2,0,0,0,0.00,0.00,0,1.33
Head To Head,2019-100mb00000000120-7489ddcc449711,2018-100mb00000000010-b76159ade99b11,Rahul Tewatia,Yuzvendra Chahal,3,0,3,2,150.00,0,0.00,0.00,2,1,1,0,0,0,0.00,0.00,0,1.50
Head To Head,2019-100mb00000000120-7489ddcc449711,2018-100mb00000000045-f658f1b6f88a11,Rahul Tewatia,Ravichandran Ashwin,6,0,6,3,200.00,0,0.00,0.00,3,2,0,0,1,0,3.00,66.67,0,2.00
Head To Head,2019-100mb00000000120-7489ddcc449711,2019-100mb00000000109-5cc123ab449411,Rahul Tewatia,Avesh Khan,4,0,4,3,133.33,0,0.00,0.00,3,2,1,0,0,0,0.00,0.00,1,1.33
Head To Head,2019-100mb00000000120-7489ddcc449711,2022-100mb00000001005-56564f7fa44f11,Rahul Tewatia,Kuldeep Sen,9,1,10,3,333.33,0,0.00,0.00,3,1,0,0,2,0,1.50,80.00,0,3.33
Head To Head,2019-100mb00000000218-42d9d6f544bf11,2019-100mb00000000109-5cc123ab449411,Rashid Khan,Avesh Khan,17,2,19,7,271.43,0,0.00,0.00,7,3,1,0,3,0,2.33,63.16,0,2.71
Head To Head,2019-100mb00000000218-42d9d6f544bf11,2022-100mb00000001005-56564f7fa44f11,Rashid Khan,Kuldeep Sen,7,3,10,3,333.33,0,33.33,3.00,3,1,1,0,1,0,3.00,40.00,0,3.33
Head To Head,2020-100mb00000000549-9da979d52ff211,2018-100mb00000000010-b76159ade99b11,Matthew Wade,Yuzvendra Chahal,2,0,2,2,100.00,0,0.00,0.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2020-100mb00000000549-9da979d52ff211,2022-100mb00000001005-56564f7fa44f11,Matthew Wade,Kuldeep Sen,2,1,3,4,75.00,2,50.00,2.00,2,2,0,0,0,0,0.00,0.00,1,1.50
Head To Head,2021-100mb00000000590-85eaa6f291e011,2018-100mb00000000010-b76159ade99b11,Shahrukh Khan,Yuzvendra Chahal,1,1,2,2,100.00,0,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,2.00
Head To Head,2021-100mb00000000590-85eaa6f291e011,2018-100mb00000000045-f658f1b6f88a11,Shahrukh Khan,Ravichandran Ashwin,12,0,12,4,300.00,0,0.00,0.00,4,2,0,0,1,1,2.00,83.33,0,3.00
Head To Head,2021-100mb00000000590-85eaa6f291e011,2019-100mb00000000109-5cc123ab449411,Shahrukh Khan,Avesh Khan,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2022-100mb00000000974-314d9cf0a44611,2022-100mb00000001005-56564f7fa44f11,Abhinav Manohar,Kuldeep Sen,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,1,1.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2018-100mb00000000010-b76159ade99b11,Sai Sudharsan,Yuzvendra Chahal,11,0,11,5,220.00,1,20.00,5.00,4,1,1,0,2,0,2.50,72.73,0,2.75
Head To Head,2022-100mb00000000976-79aa33cca44611,2018-100mb00000000045-f658f1b6f88a11,Sai Sudharsan,Ravichandran Ashwin,6,0,6,6,100.00,1,16.67,6.00,5,4,1,0,0,0,0.00,0.00,0,1.20
Head To Head,2022-100mb00000000976-79aa33cca44611,2019-100mb00000000066-573f78a31e3711,Sai Sudharsan,Trent Boult,6,0,6,9,66.67,6,66.67,1.50,3,2,0,0,1,0,9.00,66.67,0,2.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2019-100mb00000000109-5cc123ab449411,Sai Sudharsan,Avesh Khan,11,0,11,6,183.33,1,16.67,6.00,5,3,1,0,0,1,6.00,54.55,0,2.20
Head To Head,2022-100mb00000000976-79aa33cca44611,2019-100mb00000000347-a1e95770e42911,Sai Sudharsan,Keshav Maharaj,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000000976-79aa33cca44611,2022-100mb00000001005-56564f7fa44f11,Sai Sudharsan,Kuldeep Sen,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2018-100mb00000000013-1031ba8ae99c11,2018-100mb00000000009-92bfdfe9e99b11,Dinesh Karthik,Jasprit Bumrah,7,0,7,2,350.00,0,0.00,0.00,2,1,0,0,0,1,2.00,85.71,0,3.50
Head To Head,2018-100mb00000000013-1031ba8ae99c11,2019-100mb00000000192-f5e65e7b44b711,Dinesh Karthik,Shreyas Gopal,2,0,2,6,33.33,4,66.67,1.50,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000013-1031ba8ae99c11,2019-100mb00000000371-481ee0be14fc11,Dinesh Karthik,Romario Shepherd,4,0,4,3,133.33,0,0.00,0.00,3,2,1,0,0,0,0.00,0.00,0,1.33
Head To Head,2018-100mb00000000013-1031ba8ae99c11,2022-100mb00000001045-ff63138dd51a11,Dinesh Karthik,Akash Madhwal,33,2,35,10,350.00,2,20.00,5.00,8,1,0,0,5,2,1.43,91.43,0,4.38
Head To Head,2018-100mb00000000013-1031ba8ae99c11,2023-100mb00000002535-239c770f61da11,Dinesh Karthik,Gerald Coetzee,7,0,7,2,350.00,0,0.00,0.00,2,1,0,0,0,1,2.00,85.71,0,3.50
Head To Head,2018-100mb00000000028-acc7d0a3e99d11,2019-100mb00000000192-f5e65e7b44b711,Glenn Maxwell,Shreyas Gopal,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2018-100mb00000000028-acc7d0a3e99d11,2023-100mb00000002535-239c770f61da11,Glenn Maxwell,Gerald Coetzee,0,2,2,3,66.67,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,0,0.00
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2018-100mb00000000009-92bfdfe9e99b11,Virat Kohli,Jasprit Bumrah,0,0,0,3,0.00,3,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2019-100mb00000000217-29d6c58644bf11,Virat Kohli,Mohammad Nabi,2,0,2,3,66.67,1,33.33,3.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-wicb00000000002-47ea5a6ae99a11,2023-100mb00000002535-239c770f61da11,Virat Kohli,Gerald Coetzee,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2018-100mb00000000009-92bfdfe9e99b11,Faf Du Plessis,Jasprit Bumrah,4,1,5,5,100.00,1,40.00,2.50,3,2,1,0,0,0,0.00,0.00,1,1.67
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2018-100mb00000000054-e3ebefa2050a11,Faf Du Plessis,Hardik Pandya,1,0,1,3,33.33,2,66.67,1.50,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2019-100mb00000000192-f5e65e7b44b711,Faf Du Plessis,Shreyas Gopal,21,0,21,11,190.91,0,0.00,0.00,11,6,3,1,0,1,11.00,28.57,0,1.91
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2019-100mb00000000217-29d6c58644bf11,Faf Du Plessis,Mohammad Nabi,5,0,5,3,166.67,1,33.33,3.00,2,1,0,0,1,0,3.00,80.00,0,2.50
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2019-100mb00000000371-481ee0be14fc11,Faf Du Plessis,Romario Shepherd,12,0,12,6,200.00,0,0.00,0.00,6,4,0,0,2,0,3.00,66.67,0,2.00
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2022-100mb00000001045-ff63138dd51a11,Faf Du Plessis,Akash Madhwal,6,1,7,5,140.00,2,40.00,2.50,3,2,0,0,1,0,5.00,57.14,0,2.33
Head To Head,2019-100mb00000000094-1e8fa14543ee11,2023-100mb00000002535-239c770f61da11,Faf Du Plessis,Gerald Coetzee,12,0,12,7,171.43,5,71.43,1.40,2,0,0,0,0,2,3.50,100.00,0,6.00
Head To Head,2019-100mb00000000184-117a285844b711,2018-100mb00000000009-92bfdfe9e99b11,Mahipal Lomror,Jasprit Bumrah,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2021-100mb00000000597-a0edfee691e511,2018-100mb00000000009-92bfdfe9e99b11,Rajat Patidar,Jasprit Bumrah,2,0,2,4,50.00,2,50.00,2.00,2,2,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2021-100mb00000000597-a0edfee691e511,2018-100mb00000000054-e3ebefa2050a11,Rajat Patidar,Hardik Pandya,10,2,12,3,400.00,0,0.00,0.00,3,0,2,0,0,1,3.00,50.00,0,4.00
Head To Head,2021-100mb00000000597-a0edfee691e511,2019-100mb00000000192-f5e65e7b44b711,Rajat Patidar,Shreyas Gopal,9,0,9,6,150.00,2,33.33,3.00,4,3,0,0,0,1,6.00,66.67,0,2.25
Head To Head,2021-100mb00000000597-a0edfee691e511,2019-100mb00000000371-481ee0be14fc11,Rajat Patidar,Romario Shepherd,6,1,7,3,233.33,0,33.33,3.00,2,0,1,0,1,0,3.00,57.14,0,3.50
Head To Head,2021-100mb00000000597-a0edfee691e511,2022-100mb00000001045-ff63138dd51a11,Rajat Patidar,Akash Madhwal,10,0,10,5,200.00,1,20.00,5.00,4,2,0,0,2,0,2.50,80.00,0,2.50
Head To Head,2021-100mb00000000597-a0edfee691e511,2023-100mb00000002535-239c770f61da11,Rajat Patidar,Gerald Coetzee,13,0,13,5,260.00,2,40.00,2.50,3,1,0,0,0,2,2.50,92.31,1,4.33
Head To Head,2022-100mb00000001007-1363a306a45011,2018-100mb00000000009-92bfdfe9e99b11,Akash Deep,Jasprit Bumrah,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2022-100mb00000001007-1363a306a45011,2022-100mb00000001045-ff63138dd51a11,Akash Deep,Akash Madhwal,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2023-100mb00000001941-9401571cc40411,2018-100mb00000000009-92bfdfe9e99b11,Will Jacks,Jasprit Bumrah,4,0,4,3,133.33,2,66.67,1.50,1,0,0,0,1,0,3.00,100.00,0,4.00
Head To Head,2023-100mb00000001941-9401571cc40411,2022-100mb00000001045-ff63138dd51a11,Will Jacks,Akash Madhwal,4,0,4,3,133.33,2,66.67,1.50,1,0,0,0,1,0,3.00,100.00,1,4.00
Head To Head,2023-100mb00000002034-c2959cc8d5eb11,2018-100mb00000000009-92bfdfe9e99b11,Vyshak Vijaykumar,Jasprit Bumrah,0,0,0,1,0.00,1,100.00,1.00,0,0,0,0,0,0,0.00,0.00,1,0.00
Head To Head,2024-100mb00000003114-45238324dfa011,2018-100mb00000000009-92bfdfe9e99b11,Saurav Chauhan,Jasprit Bumrah,3,0,3,4,75.00,2,50.00,2.00,2,1,1,0,0,0,0.00,0.00,1,1.50
Head To Head,2024-100mb00000003114-45238324dfa011,2023-100mb00000002535-239c770f61da11,Saurav Chauhan,Gerald Coetzee,6,1,7,4,175.00,1,25.00,4.00,3,2,0,0,1,0,4.00,57.14,0,2.33
Head To Head,2018-100mb00000000006-2cf4bba8e99b11,2018-100mb00000000028-acc7d0a3e99d11,Rohit Sharma,Glenn Maxwell,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000006-2cf4bba8e99b11,2019-100mb00000000063-d9aa7a01187311,Rohit Sharma,Mohammed Siraj,6,0,6,3,200.00,2,66.67,1.50,1,0,0,0,0,1,3.00,100.00,0,6.00
Head To Head,2018-100mb00000000006-2cf4bba8e99b11,2021-100mb00000000574-27073d6f802311,Rohit Sharma,Reece Topley,1,0,1,2,50.00,1,50.00,2.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000006-2cf4bba8e99b11,2022-100mb00000001007-1363a306a45011,Rohit Sharma,Akash Deep,8,2,10,6,166.67,3,50.00,2.00,3,2,0,0,0,1,6.00,60.00,0,3.33
Head To Head,2018-100mb00000000006-2cf4bba8e99b11,2023-100mb00000001941-9401571cc40411,Rohit Sharma,Will Jacks,6,0,6,4,150.00,1,25.00,4.00,3,2,0,0,1,0,4.00,66.67,1,2.00
Head To Head,2018-100mb00000000006-2cf4bba8e99b11,2023-100mb00000002034-c2959cc8d5eb11,Rohit Sharma,Vyshak Vijaykumar,16,0,16,8,200.00,3,37.50,2.67,5,2,0,0,2,1,2.67,87.50,0,3.20
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2019-100mb00000000063-d9aa7a01187311,Hardik Pandya,Mohammed Siraj,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2022-100mb00000001007-1363a306a45011,Hardik Pandya,Akash Deep,6,0,6,1,600.00,0,0.00,0.00,1,0,0,0,0,1,1.00,100.00,0,6.00
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2023-100mb00000001941-9401571cc40411,Hardik Pandya,Will Jacks,7,0,7,2,350.00,0,0.00,0.00,2,1,0,0,0,1,2.00,85.71,0,3.50
Head To Head,2018-100mb00000000054-e3ebefa2050a11,2023-100mb00000002034-c2959cc8d5eb11,Hardik Pandya,Vyshak Vijaykumar,7,0,7,2,350.00,0,0.00,0.00,2,1,0,0,0,1,2.00,85.71,0,3.50
Head To Head,2019-100mb00000000164-8ae075db44ad11,2018-100mb00000000028-acc7d0a3e99d11,Ishan Kishan,Glenn Maxwell,16,0,16,5,320.00,0,0.00,0.00,5,2,0,0,2,1,1.67,87.50,0,3.20
Head To Head,2019-100mb00000000164-8ae075db44ad11,2019-100mb00000000063-d9aa7a01187311,Ishan Kishan,Mohammed Siraj,24,0,24,9,266.67,3,33.33,3.00,6,2,0,0,1,3,2.25,91.67,0,4.00
Head To Head,2019-100mb00000000164-8ae075db44ad11,2021-100mb00000000574-27073d6f802311,Ishan Kishan,Reece Topley,14,1,15,10,150.00,5,50.00,2.00,5,2,0,0,3,0,3.33,80.00,0,3.00
Head To Head,2019-100mb00000000164-8ae075db44ad11,2022-100mb00000001007-1363a306a45011,Ishan Kishan,Akash Deep,8,0,8,5,160.00,2,40.00,2.50,3,2,0,0,0,1,5.00,75.00,1,2.67
Head To Head,2019-100mb00000000164-8ae075db44ad11,2023-100mb00000001941-9401571cc40411,Ishan Kishan,Will Jacks,6,0,6,4,150.00,1,25.00,4.00,3,2,0,0,1,0,4.00,66.67,0,2.00
Head To Head,2019-100mb00000000164-8ae075db44ad11,2023-100mb00000002034-c2959cc8d5eb11,Ishan Kishan,Vyshak Vijaykumar,1,0,1,1,100.00,0,0.00,0.00,1,1,0,0,0,0,0.00,0.00,0,1.00
