KPI,MatchID,BowlerID,BowlerName,StrikerID,BatsManName,TotalRunsConceded,BowlingAverage,TotalLegalBallsBowled,BowlingSR,EconomyRate,DotBallsBowled,ScoringBalls,Ones,Twoes,Threes,Bdry4,Bdry6,Wides,NoBalls,Wickets,RunOutsDone,BowledOutsDone,StumpingsDone,BowlingDotBallPercentage,BowlingDotBallFrequency,BowlingBdryPercentage,BowlingBdryFrequency
Head To Head,1355,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,28,0.00,14,0.00,12.43,4,10,4,1,0,4,1,1,0,0,0,0,0,28.57,3.50,78.57,2.80
Head To Head,1355,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,2019-100mb00000000183-f4a991db44b611,Liam Livingstone,13,0.00,3,0.00,26.00,0,3,1,0,0,0,2,0,0,0,0,0,0,0.00,0.00,92.31,1.50
Head To Head,1355,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1355,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,5,5.00,7,7.00,6.86,5,2,1,0,0,1,0,3,0,1,0,1,0,71.43,1.40,80.00,7.00
Head To Head,1355,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,8,8.00,5,5.00,9.60,3,2,0,0,0,2,0,0,0,0,1,0,0,60.00,1.67,100.00,2.50
Head To Head,1355,2019-100mb00000000110-79ae08f5449411,Axar Patel,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,0,0.00,6,0.00,0.00,1,4,3,0,0,1,0,0,0,0,0,0,0,16.67,6.00,0.00,6.00
Head To Head,1355,2019-100mb00000000110-79ae08f5449411,Axar Patel,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,14,0.00,11,0.00,7.64,0,11,8,3,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1355,2019-100mb00000000110-79ae08f5449411,Axar Patel,2019-100mb00000000183-f4a991db44b611,Liam Livingstone,4,0.00,7,0.00,3.43,3,4,4,0,0,0,0,0,0,0,0,0,0,42.86,2.33,0.00,0.00
Head To Head,1355,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1355,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar,2019-100mb00000000183-f4a991db44b611,Liam Livingstone,6,0.00,2,0.00,24.00,1,1,0,0,0,0,1,2,0,0,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1355,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar,2022-100mb00000001000-d90666b7a44d11,Jitesh Sharma,6,0.00,4,0.00,9.00,1,3,2,0,0,1,0,0,0,0,0,0,0,25.00,4.00,66.67,4.00
Head To Head,1356,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2019-100mb00000000141-e67c41d144a711,Andre Russell,34,0.00,8,0.00,27.00,0,9,2,1,0,3,3,1,1,0,0,0,0,0.00,0.00,88.24,1.33
Head To Head,1356,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2019-100mb00000000152-335aed3d44aa11,Rinku Singh,8,0.00,4,0.00,12.00,0,4,2,1,0,1,0,0,0,0,0,0,0,0.00,0.00,50.00,4.00
Head To Head,1356,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,1,0.00,3,0.00,4.00,2,1,1,0,0,0,0,1,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1356,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2021-100mb00000000584-a3f48c1791dd11,Venkatesh Iyer,3,0.00,3,0.00,6.00,1,2,1,1,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1356,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,2022-100mb00000001220-372333e3f9f711,Phil Salt,2,0.00,6,0.00,2.00,4,2,2,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1356,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2019-100mb00000000141-e67c41d144a711,Andre Russell,2,0.00,4,0.00,3.00,2,2,2,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1356,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2019-100mb00000000148-ef59629644a811,Nitish Rana,6,0.00,4,0.00,9.00,2,2,0,1,0,1,0,0,0,0,0,0,0,50.00,2.00,66.67,4.00
Head To Head,1356,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2019-100mb00000000152-335aed3d44aa11,Rinku Singh,9,0.00,6,0.00,9.00,1,5,3,1,0,1,0,0,0,0,0,0,0,16.67,6.00,44.44,6.00
Head To Head,1356,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2022-100mb00000000991-d9fbad51a44b11,Ramandeep Singh,11,11.00,5,5.00,13.20,2,3,1,0,0,1,1,0,0,1,0,0,0,40.00,2.50,90.91,2.50
Head To Head,1356,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2022-100mb00000001220-372333e3f9f711,Phil Salt,4,0.00,5,0.00,4.80,1,4,4,0,0,0,0,0,0,0,0,0,0,20.00,5.00,0.00,0.00
Head To Head,1356,2019-100mb00000000087-98d4e401342511,Mayank Markande,2019-100mb00000000141-e67c41d144a711,Andre Russell,18,0.00,7,0.00,15.43,4,3,0,0,0,0,3,0,0,0,0,0,0,57.14,1.75,100.00,2.33
Head To Head,1356,2019-100mb00000000087-98d4e401342511,Mayank Markande,2019-100mb00000000148-ef59629644a811,Nitish Rana,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1356,2019-100mb00000000087-98d4e401342511,Mayank Markande,2019-100mb00000000152-335aed3d44aa11,Rinku Singh,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2019-100mb00000000087-98d4e401342511,Mayank Markande,2022-100mb00000000991-d9fbad51a44b11,Ramandeep Singh,9,0.00,5,0.00,10.80,2,3,1,1,0,0,1,0,0,0,0,0,0,40.00,2.50,66.67,5.00
Head To Head,1356,2019-100mb00000000087-98d4e401342511,Mayank Markande,2022-100mb00000001220-372333e3f9f711,Phil Salt,10,10.00,9,9.00,6.67,3,6,4,1,0,1,0,0,0,1,0,0,0,33.33,3.00,40.00,9.00
Head To Head,1356,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer,0,0.00,2,2.00,0.00,2,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1356,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,6,0.00,3,0.00,12.00,0,3,2,0,0,1,0,0,0,0,0,0,0,0.00,0.00,66.67,3.00
Head To Head,1356,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2019-100mb00000000141-e67c41d144a711,Andre Russell,10,0.00,5,0.00,14.40,0,5,4,0,0,0,1,2,0,0,0,0,0,0.00,0.00,60.00,5.00
Head To Head,1356,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2019-100mb00000000148-ef59629644a811,Nitish Rana,1,0.00,4,0.00,1.50,3,1,1,0,0,0,0,0,0,0,0,0,0,75.00,1.33,0.00,0.00
Head To Head,1356,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2019-100mb00000000152-335aed3d44aa11,Rinku Singh,5,5.00,4,4.00,7.50,2,2,1,0,0,1,0,0,0,1,0,0,0,50.00,2.00,80.00,4.00
Head To Head,1356,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2021-100mb00000000584-a3f48c1791dd11,Venkatesh Iyer,4,4.00,2,2.00,12.00,1,1,0,0,0,1,0,0,0,1,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1356,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,2022-100mb00000001220-372333e3f9f711,Phil Salt,3,0.00,4,0.00,6.00,1,3,3,0,0,0,0,1,0,0,0,0,0,25.00,4.00,0.00,0.00
Head To Head,1356,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,2022-100mb00000000991-d9fbad51a44b11,Ramandeep Singh,8,0.00,3,0.00,18.00,1,3,2,0,0,0,1,0,1,0,0,0,0,33.33,3.00,75.00,3.00
Head To Head,1356,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,2022-100mb00000001220-372333e3f9f711,Phil Salt,5,0.00,3,0.00,10.00,1,2,1,0,0,1,0,0,0,0,0,0,0,33.33,3.00,80.00,3.00
Head To Head,1356,2021-100mb00000000586-8238f85f91de11,Marco Jansen,2019-100mb00000000148-ef59629644a811,Nitish Rana,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2021-100mb00000000586-8238f85f91de11,Marco Jansen,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2021-100mb00000000586-8238f85f91de11,Marco Jansen,2022-100mb00000000991-d9fbad51a44b11,Ramandeep Singh,7,0.00,3,0.00,14.00,1,2,1,0,0,0,1,0,0,0,0,0,0,33.33,3.00,85.71,3.00
Head To Head,1356,2021-100mb00000000586-8238f85f91de11,Marco Jansen,2022-100mb00000001220-372333e3f9f711,Phil Salt,30,30.00,13,13.00,14.31,4,9,2,3,0,1,3,1,0,0,1,0,0,30.77,3.25,73.33,3.25
Head To Head,1356,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2018-100mb00000000055-ed853d8f050a11,Mayank Agarwal,12,0.00,8,0.00,12.75,3,5,2,1,0,2,0,1,0,0,0,0,0,37.50,2.67,66.67,4.00
Head To Head,1356,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,22,0.00,9,0.00,15.33,3,6,2,1,0,0,3,1,0,0,0,0,0,33.33,3.00,81.82,3.00
Head To Head,1356,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,5,0.00,4,0.00,7.50,2,2,1,0,0,1,0,0,0,0,0,0,0,50.00,2.00,80.00,4.00
Head To Head,1356,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,6,0.00,1,0.00,36.00,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1356,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2018-100mb00000000055-ed853d8f050a11,Mayank Agarwal,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,28,0.00,11,0.00,15.27,4,7,2,1,0,0,4,0,0,0,0,0,0,36.36,2.75,85.71,2.75
Head To Head,1356,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,17,0.00,5,0.00,20.40,1,4,1,0,0,1,2,0,0,0,0,0,0,20.00,5.00,94.12,1.67
Head To Head,1356,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram,1,1.00,3,3.00,2.00,2,1,1,0,0,0,0,0,0,1,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1356,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,6,0.00,2,0.00,18.00,1,1,0,0,0,0,1,0,0,0,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1356,2019-100mb00000000140-a41b85f2449d11,Varun Chakaravarthy,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2019-100mb00000000141-e67c41d144a711,Andre Russell,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,0,0.00,2,0.00,3.00,1,0,0,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1356,2019-100mb00000000141-e67c41d144a711,Andre Russell,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2019-100mb00000000141-e67c41d144a711,Andre Russell,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,4,4.00,2,2.00,12.00,1,1,0,0,0,1,0,0,0,1,0,0,0,50.00,2.00,100.00,2.00
Head To Head,1356,2019-100mb00000000141-e67c41d144a711,Andre Russell,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1356,2019-100mb00000000141-e67c41d144a711,Andre Russell,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,4,0.00,1,0.00,24.00,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00,0.00,100.00,1.00
Head To Head,1356,2019-100mb00000000141-e67c41d144a711,Andre Russell,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,11,11.00,4,4.00,16.50,1,3,1,0,0,1,1,0,0,1,0,0,0,25.00,4.00,90.91,2.00
Head To Head,1356,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,10,10.00,13,13.00,4.62,5,8,6,2,0,0,0,0,0,1,0,0,0,38.46,2.60,0.00,0.00
Head To Head,1356,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,1,0.00,3,0.00,2.00,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1356,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram,6,0.00,5,0.00,7.20,0,5,4,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,0,0.00,1,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1356,2022-100mb00000001013-30676520bcc011,Harshit Rana,2018-100mb00000000033-d93110bbf88911,Pat Cummins,0,0.00,1,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1356,2022-100mb00000001013-30676520bcc011,Harshit Rana,2018-100mb00000000055-ed853d8f050a11,Mayank Agarwal,19,19.00,12,12.00,9.50,6,6,1,2,0,2,1,0,0,1,0,0,0,50.00,2.00,73.68,4.00
Head To Head,1356,2022-100mb00000001013-30676520bcc011,Harshit Rana,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2022-100mb00000001013-30676520bcc011,Harshit Rana,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,7,7.00,3,3.00,14.00,1,2,1,0,0,0,1,0,0,1,0,0,0,33.33,3.00,85.71,3.00
Head To Head,1356,2022-100mb00000001013-30676520bcc011,Harshit Rana,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,5,0.00,5,0.00,6.00,3,2,1,0,0,1,0,0,0,0,0,0,0,60.00,1.67,80.00,5.00
Head To Head,1356,2022-100mb00000001013-30676520bcc011,Harshit Rana,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1356,2022-100mb00000001013-30676520bcc011,Harshit Rana,2021-100mb00000000586-8238f85f91de11,Marco Jansen,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1356,2023-100mb00000001932-5539f1d7c3fd11,Suyash Sharma,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,8,0.00,3,0.00,16.00,0,3,2,0,0,0,1,0,0,0,0,0,0,0.00,0.00,75.00,3.00
Head To Head,1356,2023-100mb00000001932-5539f1d7c3fd11,Suyash Sharma,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,3,0.00,3,0.00,6.00,1,2,1,1,0,0,0,0,0,0,0,0,0,33.33,3.00,0.00,0.00
Head To Head,1356,2023-100mb00000001932-5539f1d7c3fd11,Suyash Sharma,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram,6,0.00,3,0.00,12.00,0,3,2,0,0,1,0,0,0,0,0,0,0,0.00,0.00,66.67,3.00
Head To Head,1356,2023-100mb00000001932-5539f1d7c3fd11,Suyash Sharma,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,1,0.00,3,0.00,2.00,2,1,1,0,0,0,0,0,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1357,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,10,0.00,12,0.00,5.50,2,9,8,1,0,0,0,0,0,0,0,0,0,16.67,6.00,0.00,0.00
Head To Head,1357,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2019-100mb00000000190-c62cbae544b711,Sanju Samson,9,0.00,12,0.00,4.50,3,9,9,0,0,0,0,0,0,0,0,0,0,25.00,4.00,0.00,0.00
Head To Head,1357,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,12,0.00,8,0.00,9.00,1,7,6,0,0,0,1,0,0,0,0,0,0,12.50,8.00,50.00,8.00
Head To Head,1357,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2019-100mb00000000190-c62cbae544b711,Sanju Samson,18,0.00,11,0.00,9.82,1,10,8,0,0,1,1,0,0,0,0,0,0,9.09,11.00,55.56,5.50
Head To Head,1357,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,0,0.00,2,2.00,0.00,2,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1357,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,2022-100mb00000001004-da6e207ea44e11,Dhruv Jurel,8,0.00,3,0.00,16.00,1,2,0,1,0,0,1,0,0,0,0,0,0,33.33,3.00,75.00,3.00
Head To Head,1357,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,2019-100mb00000000182-b78f12ef44b611,Jos Buttler,1,0.00,3,0.00,4.00,2,1,1,0,0,0,0,1,0,0,0,0,0,66.67,1.50,0.00,0.00
Head To Head,1357,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,2019-100mb00000000190-c62cbae544b711,Sanju Samson,21,0.00,10,0.00,12.60,3,7,3,1,0,1,2,0,0,0,0,0,0,30.00,3.33,76.19,3.33
Head To Head,1357,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal,17,17.00,9,9.00,11.33,3,6,3,0,0,2,1,0,0,1,0,0,0,33.33,3.00,82.35,3.00
Head To Head,1357,2020-100mb00000000541-c84d8371639b11,Mohsin Khan,2022-100mb00000001004-da6e207ea44e11,Dhruv Jurel,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1357,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2019-100mb00000000182-b78f12ef44b611,Jos Buttler,10,10.00,6,6.00,10.00,3,3,0,1,0,2,0,0,0,1,0,0,0,50.00,2.00,80.00,3.00
Head To Head,1357,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,11,11.00,4,4.00,18.00,1,3,1,0,0,1,1,1,0,1,0,0,0,25.00,4.00,90.91,2.00
Head To Head,1357,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2019-100mb00000000190-c62cbae544b711,Sanju Samson,3,0.00,5,0.00,4.80,2,3,3,0,0,0,0,1,0,0,0,0,0,40.00,2.50,0.00,0.00
Head To Head,1357,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,1,0.00,1,0.00,6.00,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1357,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal,7,0.00,3,0.00,14.00,0,3,1,1,0,1,0,0,0,0,0,0,0,0.00,0.00,57.14,3.00
Head To Head,1357,2021-100mb00000000639-cf9c67ec2fe411,Naveen-Ul-Haq,2022-100mb00000001004-da6e207ea44e11,Dhruv Jurel,5,0.00,5,0.00,8.40,2,3,1,2,0,0,0,2,0,0,0,0,0,40.00,2.50,0.00,0.00
Head To Head,1357,2022-100mb00000000985-f5950061a44811,Ayush Badoni,2019-100mb00000000190-c62cbae544b711,Sanju Samson,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1357,2022-100mb00000000985-f5950061a44811,Ayush Badoni,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,4,0.00,4,0.00,6.00,1,3,2,1,0,0,0,0,0,0,0,0,0,25.00,4.00,0.00,0.00
Head To Head,1357,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,10,0.00,5,0.00,13.20,1,4,2,1,0,0,1,1,0,0,0,0,0,20.00,5.00,60.00,5.00
Head To Head,1357,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2019-100mb00000000190-c62cbae544b711,Sanju Samson,29,0.00,11,0.00,16.36,2,9,3,2,0,1,3,0,1,0,0,0,0,18.18,5.50,75.86,2.75
Head To Head,1357,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,2022-100mb00000001004-da6e207ea44e11,Dhruv Jurel,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1357,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2018-100mb00000000019-80e59e32e99c11,KL Rahul,7,0.00,7,0.00,6.00,1,6,5,1,0,0,0,0,0,0,0,0,0,14.29,7.00,0.00,0.00
Head To Head,1357,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,17,0.00,10,0.00,10.80,4,6,3,1,0,0,2,1,0,0,0,0,0,40.00,2.50,70.59,5.00
Head To Head,1357,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,0,0.00,1,1.00,0.00,1,0,0,0,0,0,0,0,0,1,0,0,0,100.00,1.00,0.00,0.00
Head To Head,1357,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,1,0.00,2,0.00,3.00,1,1,1,0,0,0,0,0,0,0,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1357,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,2018-100mb00000000019-80e59e32e99c11,KL Rahul,20,0.00,11,0.00,13.64,1,10,6,2,0,1,1,1,0,0,0,0,0,9.09,11.00,50.00,5.50
Head To Head,1357,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,1,1.00,2,2.00,3.00,1,1,1,0,0,0,0,0,0,1,0,0,0,50.00,2.00,0.00,0.00
Head To Head,1357,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,6,0.00,7,0.00,5.14,1,6,6,0,0,0,0,0,0,0,0,0,0,14.29,7.00,0.00,0.00
Head To Head,1357,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,2,0.00,2,0.00,6.00,0,2,2,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00
Head To Head,1357,2019-100mb00000000066-573f78a31e3711,Trent Boult,2018-100mb00000000019-80e59e32e99c11,KL Rahul,6,0.00,5,0.00,7.20,2,3,2,0,0,1,0,0,0,0,0,0,0,40.00,2.50,66.67,5.00
Head To Head,1357,2019-100mb00000000066-573f78a31e3711,Trent Boult,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,19,0.00,5,0.00,22.80,0,5,1,1,0,1,2,0,0,0,0,0,0,0.00,0.00,84.21,1.67
Head To Head,1357,2019-100mb00000000066-573f78a31e3711,Trent Boult,2019-100mb00000000170-9429250944ae11,Quinton De Kock,4,4.00,5,5.00,4.80,4,1,0,0,0,1,0,0,0,1,0,0,0,80.00,1.25,100.00,5.00
Head To Head,1357,2019-100mb00000000066-573f78a31e3711,Trent Boult,2019-100mb00000000200-1283ad3244ba11,Devdutt Padikkal,0,0.00,3,3.00,0.00,3,0,0,0,0,0,0,0,0,1,0,1,0,100.00,1.00,0.00,0.00
Head To Head,1357,2019-100mb00000000066-573f78a31e3711,Trent Boult,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,5,0.00,2,0.00,15.00,0,2,1,0,0,1,0,0,0,0,0,0,0,0.00,0.00,80.00,2.00
Head To Head,1357,2019-100mb00000000066-573f78a31e3711,Trent Boult,2022-100mb00000000985-f5950061a44811,Ayush Badoni,1,0.00,4,0.00,1.50,3,1,1,0,0,0,0,0,0,0,0,0,0,75.00,1.33,0.00,0.00
