MatchID,InningsNo,TeamID,PlayerID,PlayerName,Score,FallScore,FallWickets,FallOvers
1454,1,19,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,56/2(7.2),56,2,7.2
1454,1,19,2020-100mb00000000550-247665a42ff311,Cameron Green,97/3(12.3),97,3,12.3
1454,1,19,2018-100mb00000000028-acc7d0a3e99d11,Glenn Maxwell,97/4(12.4),97,4,12.4
1454,1,19,2021-100mb00000000597-a0edfee691e511,Rajat Patidar,122/5(14.2),122,5,14.2
1454,1,19,2018-100mb00000000013-1031ba8ae99c11,Dinesh Karthik,154/6(18.2),154,6,18.2
1454,1,19,2019-100mb00000000184-117a285844b711,Mahipal Lomror,159/7(18.5),159,7,18.5
1454,1,19,2019-100mb00000000098-7a8c366b43f611,Karn Sharma,172/8(19.6),172,8,19.6
1454,2,18,2024-100mb00000003113-2383ca53dfa011,Tom Kohler- Cadmore,46/1(5.3),46,1,5.3
1454,2,18,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal,81/2(9.2),81,2,9.2
1454,2,18,2019-100mb00000000190-c62cbae544b711,Sanju Samson,86/3(10.1),86,3,10.1
1454,2,18,2022-100mb00000001004-da6e207ea44e11,Dhruv Jurel,112/4(13.1),112,4,13.1
1454,2,18,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,157/5(17.2),157,5,17.2
1454,2,18,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,160/6(17.6),160,6,17.6
1455,1,20,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,13/1(0.6),13,1,0.6
1455,1,20,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,55/2(4.3),55,2,4.3
1455,1,20,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram,57/3(4.6),57,3,4.6
1455,1,20,2018-100mb00000000037-4e250de6f88a11,Travis Head,99/4(9.6),99,4,9.6
1455,1,20,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,120/5(13.5),120,5,13.5
1455,1,20,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,120/6(13.6),120,6,13.6
1455,1,20,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,163/7(18.1),163,7,18.1
1455,1,20,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,170/8(19.3),170,8,19.3
1455,1,20,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat,175/9(19.6),175,9,19.6
1455,2,18,2024-100mb00000003113-2383ca53dfa011,Tom Kohler- Cadmore,24/1(3.6),24,1,3.6
1455,2,18,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal,65/2(7.5),65,2,7.5
1455,2,18,2019-100mb00000000190-c62cbae544b711,Sanju Samson,67/3(8.3),67,3,8.3
1455,2,18,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,79/4(11.1),79,4,11.1
1455,2,18,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,79/5(11.4),79,5,11.4
1455,2,18,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,92/6(13.4),92,6,13.4
1455,2,18,2019-100mb00000000329-bee19eaeb1e711,Rovman Powell,124/7(17.4),124,7,17.4
1456,1,20,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,2/1(0.5),2,1,0.5
1456,1,20,2018-100mb00000000037-4e250de6f88a11,Travis Head,6/2(1.6),6,2,1.6
1456,1,20,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,21/3(4.2),21,3,4.2
1456,1,20,2023-100mb00000001944-c9a4b0e8c40511,Nitish Kumar Reddy,47/4(6.6),47,4,6.6
1456,1,20,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram,62/5(10.2),62,5,10.2
1456,1,20,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,71/6(11.5),71,6,11.5
1456,1,20,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,77/7(12.4),77,7,12.4
1456,1,20,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,90/8(14.1),90,8,14.1
1456,1,20,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat,113/9(17.5),113,9,17.5
1456,1,20,2018-100mb00000000033-d93110bbf88911,Pat Cummins,113/10(18.3),113,10,18.3
1456,2,16,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,11/1(1.2),11,1,1.2
1456,2,16,2021-100mb00000000641-324bd4322fe511,Rahmanullah Gurbaz,102/2(8.5),102,2,8.5
