MatchID,BattingTeamID,InningsNo,StrikerID,Striker,NonStrikerID,PartnershipTotal,StrikerRuns,StrikerBalls,Extras,NonStrikerRuns,NonStrikerBalls,MatchMaxOver,MatchMinOver,NonStriker,@I := 0,RowNumber
1354,19,1,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,2019-100mb00000000094-1e8fa14543ee11,41,3,4,3,35,23,4.3,0.1,Faf Du Plessis,0,1
1354,19,1,2019-100mb00000000094-1e8fa14543ee11,Faf Du Plessis,2018-wicb00000000002-47ea5a6ae99a11,41,35,23,3,3,4,4.3,0.1,Virat Kohli,0,2
1354,19,1,2021-100mb00000000597-a0edfee691e511,Rajat Patidar,2018-wicb00000000002-47ea5a6ae99a11,0,0,3,0,0,0,4.6,4.4,Virat Kohli,0,3
1354,19,1,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,2021-100mb00000000597-a0edfee691e511,0,0,0,0,0,3,4.6,4.4,Rajat Patidar,0,4
1354,19,1,2018-100mb00000000028-acc7d0a3e99d11,Glenn Maxwell,2018-wicb00000000002-47ea5a6ae99a11,1,0,1,0,1,2,5.3,5.1,Virat Kohli,0,5
1354,19,1,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,2018-100mb00000000028-acc7d0a3e99d11,1,1,2,0,0,1,5.3,5.1,Glenn Maxwell,0,6
1354,19,1,2020-100mb00000000550-247665a42ff311,Cameron Green,2018-wicb00000000002-47ea5a6ae99a11,35,18,21,0,17,14,11.2,5.4,Virat Kohli,0,7
1354,19,1,2018-wicb00000000002-47ea5a6ae99a11,Virat Kohli,2020-100mb00000000550-247665a42ff311,35,17,14,0,18,21,11.2,5.4,Cameron Green,0,8
1354,19,1,2020-100mb00000000550-247665a42ff311,Cameron Green,2020-100mb00000000534-1ea324c4639911,1,0,1,0,1,1,11.4,11.3,Anuj Rawat,0,9
1354,19,1,2020-100mb00000000534-1ea324c4639911,Anuj Rawat,2020-100mb00000000550-247665a42ff311,1,1,1,0,0,1,11.4,11.3,Cameron Green,0,10
1354,19,1,2018-100mb00000000013-1031ba8ae99c11,Dinesh Karthik,2020-100mb00000000534-1ea324c4639911,95,38,26,10,47,24,19.6,11.5,Anuj Rawat,0,11
1354,19,1,2020-100mb00000000534-1ea324c4639911,Anuj Rawat,2018-100mb00000000013-1031ba8ae99c11,95,47,24,10,38,26,19.6,11.5,Dinesh Karthik,0,12
1354,13,2,2019-100mb00000000102-28e7fca043fc11,Ruturaj Gaikwad,2021-100mb00000000724-7645abdd460011,38,15,15,1,22,9,3.6,0.1,Rachin Ravindra,0,1
1354,13,2,2021-100mb00000000724-7645abdd460011,Rachin Ravindra,2019-100mb00000000102-28e7fca043fc11,38,22,9,1,15,15,3.6,0.1,Ruturaj Gaikwad,0,2
1354,13,2,2021-100mb00000000724-7645abdd460011,Rachin Ravindra,2018-100mb00000000044-e03a43dbf88a11,33,15,6,1,17,12,6.6,4.1,Ajinkya Rahane,0,3
1354,13,2,2018-100mb00000000044-e03a43dbf88a11,Ajinkya Rahane,2021-100mb00000000724-7645abdd460011,33,17,12,1,15,6,6.6,4.1,Rachin Ravindra,0,4
1354,13,2,2018-100mb00000000044-e03a43dbf88a11,Ajinkya Rahane,2019-100mb00000000083-a7fea83029c211,28,10,7,1,17,13,10.2,7.1,Daryl Mitchell,0,5
1354,13,2,2019-100mb00000000083-a7fea83029c211,Daryl Mitchell,2018-100mb00000000044-e03a43dbf88a11,28,17,13,1,10,7,10.2,7.1,Ajinkya Rahane,0,6
1354,13,2,2019-100mb00000000211-dc1f6a2544bb11,Shivam Dube,2019-100mb00000000083-a7fea83029c211,11,6,8,0,5,5,12.3,10.3,Daryl Mitchell,0,7
1354,13,2,2019-100mb00000000083-a7fea83029c211,Daryl Mitchell,2019-100mb00000000211-dc1f6a2544bb11,11,5,5,0,6,8,12.3,10.3,Shivam Dube,0,8
1354,13,2,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,2019-100mb00000000211-dc1f6a2544bb11,66,25,17,13,28,20,18.4,12.4,Shivam Dube,0,9
1354,13,2,2019-100mb00000000211-dc1f6a2544bb11,Shivam Dube,2018-100mb00000000046-06b5ba89f88b11,66,28,20,13,25,17,18.4,12.4,Ravindra Jadeja,0,10
1355,14,1,2019-100mb00000000214-df216bed44bc11,David Warner,2018-100mb00000000040-7f15f6c7f88a11,39,11,8,8,20,12,3.2,0.1,Mitchell Marsh,0,1
1355,14,1,2018-100mb00000000040-7f15f6c7f88a11,Mitchell Marsh,2019-100mb00000000214-df216bed44bc11,39,20,12,8,11,8,3.2,0.1,David Warner,0,2
1355,14,1,2019-100mb00000000214-df216bed44bc11,David Warner,2019-100mb00000000268-22e2e3987add11,35,18,13,0,17,15,7.6,3.3,Shai Hope,0,3
1355,14,1,2019-100mb00000000268-22e2e3987add11,Shai Hope,2019-100mb00000000214-df216bed44bc11,35,17,15,0,18,13,7.6,3.3,David Warner,0,4
1355,14,1,2019-100mb00000000268-22e2e3987add11,Shai Hope,2018-100mb00000000018-6e65e6f7e99c11,20,16,10,0,4,6,10.4,8.1,Rishabh Pant,0,5
1355,14,1,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,2019-100mb00000000268-22e2e3987add11,20,4,6,0,16,10,10.4,8.1,Shai Hope,0,6
1355,14,1,2019-100mb00000000219-05e95a2044c011,Ricky Bhui,2018-100mb00000000018-6e65e6f7e99c11,17,3,5,0,14,7,12.4,10.5,Rishabh Pant,0,7
1355,14,1,2018-100mb00000000018-6e65e6f7e99c11,Rishabh Pant,2019-100mb00000000219-05e95a2044c011,17,14,7,0,3,5,12.4,10.5,Ricky Bhui,0,8
1355,14,1,2019-100mb00000000219-05e95a2044c011,Ricky Bhui,2022-100mb00000001017-3e376712cc7911,0,0,2,0,0,2,13.2,12.5,Tristan Stubbs,0,9
1355,14,1,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,2019-100mb00000000219-05e95a2044c011,0,0,2,0,0,2,13.2,12.5,Ricky Bhui,0,10
1355,14,1,2019-100mb00000000110-79ae08f5449411,Axar Patel,2022-100mb00000001017-3e376712cc7911,17,12,8,0,5,6,15.4,13.3,Tristan Stubbs,0,11
1355,14,1,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,2019-100mb00000000110-79ae08f5449411,17,5,6,0,12,8,15.4,13.3,Axar Patel,0,12
1355,14,1,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar,2019-100mb00000000110-79ae08f5449411,10,1,4,0,9,5,17.1,15.5,Axar Patel,0,13
1355,14,1,2019-100mb00000000110-79ae08f5449411,Axar Patel,2022-100mb00000001535-6fd8867c54e911,10,9,5,0,1,4,17.1,15.5,Sumit Kumar,0,14
1355,14,1,2022-100mb00000001535-6fd8867c54e911,Sumit Kumar,2022-100mb00000001580-2e206f715b5511,9,1,5,2,6,3,18.3,17.2,Abishek Porel,0,15
1355,14,1,2022-100mb00000001580-2e206f715b5511,Abishek Porel,2022-100mb00000001535-6fd8867c54e911,9,6,3,2,1,5,18.3,17.2,Sumit Kumar,0,16
1355,14,1,2022-100mb00000001580-2e206f715b5511,Abishek Porel,2018-100mb00000000014-227bc550e99c11,27,26,7,0,1,2,19.6,18.4,Kuldeep Yadav,0,17
1355,14,1,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,2022-100mb00000001580-2e206f715b5511,27,1,2,0,26,7,19.6,18.4,Abishek Porel,0,18
1355,15,2,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,2018-100mb00000000011-cbf5eb14e99b11,34,9,3,3,22,16,3.1,0.1,Shikhar Dhawan,0,1
1355,15,2,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,2019-100mb00000000216-33c1188144bd11,34,22,16,3,9,3,3.1,0.1,Jonny Bairstow,0,2
1355,15,2,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,2019-100mb00000000137-d774e3d1449c11,8,0,0,0,8,4,3.5,3.2,Prabhsimran Singh,0,3
1355,15,2,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,2019-100mb00000000216-33c1188144bd11,8,8,4,0,0,0,3.5,3.2,Jonny Bairstow,0,4
1355,15,2,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2019-100mb00000000137-d774e3d1449c11,42,22,20,2,18,13,9.2,3.6,Prabhsimran Singh,0,5
1355,15,2,2019-100mb00000000137-d774e3d1449c11,Prabhsimran Singh,2019-100mb00000000138-5bd8fcf6449d11,42,18,13,2,22,20,9.2,3.6,Sam Curran,0,6
1355,15,2,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2022-100mb00000001000-d90666b7a44d11,16,7,4,0,9,9,11.3,9.3,Jitesh Sharma,0,7
1355,15,2,2022-100mb00000001000-d90666b7a44d11,Jitesh Sharma,2019-100mb00000000138-5bd8fcf6449d11,16,9,9,0,7,4,11.3,9.3,Sam Curran,0,8
1355,15,2,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2019-100mb00000000183-f4a991db44b611,67,34,23,1,32,19,18.3,11.4,Liam Livingstone,0,9
1355,15,2,2019-100mb00000000183-f4a991db44b611,Liam Livingstone,2019-100mb00000000138-5bd8fcf6449d11,67,32,19,1,34,23,18.3,11.4,Sam Curran,0,10
1355,15,2,2019-100mb00000000183-f4a991db44b611,Liam Livingstone,2019-100mb00000000191-df21803b44b711,0,0,0,0,0,1,18.4,18.4,Shashank Singh,0,11
1355,15,2,2019-100mb00000000191-df21803b44b711,Shashank Singh,2019-100mb00000000183-f4a991db44b611,0,0,1,0,0,0,18.4,18.4,Liam Livingstone,0,12
1355,15,2,2019-100mb00000000130-89338eb7449a11,Harpreet Brar,2019-100mb00000000183-f4a991db44b611,10,2,2,2,6,2,19.2,18.5,Liam Livingstone,0,13
1355,15,2,2019-100mb00000000183-f4a991db44b611,Liam Livingstone,2019-100mb00000000130-89338eb7449a11,10,6,2,2,2,2,19.2,18.5,Harpreet Brar,0,14
1356,16,1,2019-100mb00000000156-a6b6f42c44aa11,Sunil Narine,2022-100mb00000001220-372333e3f9f711,23,2,4,2,19,8,1.6,0.1,Phil Salt,0,1
1356,16,1,2022-100mb00000001220-372333e3f9f711,Phil Salt,2019-100mb00000000156-a6b6f42c44aa11,23,19,8,2,2,4,1.6,0.1,Sunil Narine,0,2
1356,16,1,2022-100mb00000001220-372333e3f9f711,Phil Salt,2021-100mb00000000584-a3f48c1791dd11,9,2,4,0,7,5,3.3,2.1,Venkatesh Iyer,0,3
1356,16,1,2021-100mb00000000584-a3f48c1791dd11,Venkatesh Iyer,2022-100mb00000001220-372333e3f9f711,9,7,5,0,2,4,3.3,2.1,Phil Salt,0,4
1356,16,1,2022-100mb00000001220-372333e3f9f711,Phil Salt,2018-100mb00000000012-ea4c47d2e99b11,0,0,0,0,0,2,3.5,3.4,Shreyas Iyer,0,5
1356,16,1,2018-100mb00000000012-ea4c47d2e99b11,Shreyas Iyer,2022-100mb00000001220-372333e3f9f711,0,0,2,0,0,0,3.5,3.4,Phil Salt,0,6
1356,16,1,2022-100mb00000001220-372333e3f9f711,Phil Salt,2019-100mb00000000148-ef59629644a811,19,9,11,1,9,11,7.3,3.6,Nitish Rana,0,7
1356,16,1,2019-100mb00000000148-ef59629644a811,Nitish Rana,2022-100mb00000001220-372333e3f9f711,19,9,11,1,9,11,7.3,3.6,Phil Salt,0,8
1356,16,1,2022-100mb00000001220-372333e3f9f711,Phil Salt,2022-100mb00000000991-d9fbad51a44b11,54,18,12,1,35,17,12.1,7.4,Ramandeep Singh,0,9
1356,16,1,2022-100mb00000000991-d9fbad51a44b11,Ramandeep Singh,2022-100mb00000001220-372333e3f9f711,54,35,17,1,18,12,12.1,7.4,Phil Salt,0,10
1356,16,1,2022-100mb00000001220-372333e3f9f711,Phil Salt,2019-100mb00000000152-335aed3d44aa11,14,6,5,0,8,5,13.5,12.2,Rinku Singh,0,11
1356,16,1,2019-100mb00000000152-335aed3d44aa11,Rinku Singh,2022-100mb00000001220-372333e3f9f711,14,8,5,0,6,5,13.5,12.2,Phil Salt,0,12
1356,16,1,2019-100mb00000000152-335aed3d44aa11,Rinku Singh,2019-100mb00000000141-e67c41d144a711,81,15,10,4,62,23,19.1,13.6,Andre Russell,0,13
1356,16,1,2019-100mb00000000141-e67c41d144a711,Andre Russell,2019-100mb00000000152-335aed3d44aa11,81,62,23,4,15,10,19.1,13.6,Rinku Singh,0,14
1356,16,1,2019-100mb00000000141-e67c41d144a711,Andre Russell,2018-100mb00000000031-b334eaf6f08611,8,2,2,0,6,3,19.6,19.2,Mitchell Starc,0,15
1356,16,1,2018-100mb00000000031-b334eaf6f08611,Mitchell Starc,2019-100mb00000000141-e67c41d144a711,8,6,3,0,2,2,19.6,19.2,Andre Russell,0,16
1356,20,2,2018-100mb00000000055-ed853d8f050a11,Mayank Agarwal,2019-100mb00000000212-9df3a24d44bc11,60,32,21,5,23,12,5.3,0.1,Abhishek Sharma,0,1
1356,20,2,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,2018-100mb00000000055-ed853d8f050a11,60,23,12,5,32,21,5.3,0.1,Mayank Agarwal,0,2
1356,20,2,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,2019-100mb00000000212-9df3a24d44bc11,11,2,4,0,9,7,7.2,5.4,Abhishek Sharma,0,3
1356,20,2,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,2019-100mb00000000188-896b509b44b711,11,9,7,0,2,4,7.2,5.4,Rahul Tripathi,0,4
1356,20,2,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,2019-100mb00000000287-ca1a6bb17ae311,36,17,13,1,18,13,11.4,7.3,Aiden Markram,0,5
1356,20,2,2019-100mb00000000287-ca1a6bb17ae311,Aiden Markram,2019-100mb00000000188-896b509b44b711,36,18,13,1,17,13,11.4,7.3,Rahul Tripathi,0,6
1356,20,2,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,2019-100mb00000000188-896b509b44b711,4,3,4,0,1,3,12.5,11.5,Rahul Tripathi,0,7
1356,20,2,2019-100mb00000000188-896b509b44b711,Rahul Tripathi,2019-100mb00000000202-438eed6944ba11,4,1,3,0,3,4,12.5,11.5,Heinrich Klaasen,0,8
1356,20,2,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,2020-100mb00000000525-4d2e1ac6639511,34,19,13,0,15,11,16.5,12.6,Abdul Samad,0,9
1356,20,2,2020-100mb00000000525-4d2e1ac6639511,Abdul Samad,2019-100mb00000000202-438eed6944ba11,34,15,11,0,19,13,16.5,12.6,Heinrich Klaasen,0,10
1356,20,2,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,2020-100mb00000000523-53bc4c09638b11,58,41,11,1,16,5,19.3,16.6,Shahbaz Ahmed,0,11
1356,20,2,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,2019-100mb00000000202-438eed6944ba11,58,16,5,1,41,11,19.3,16.6,Heinrich Klaasen,0,12
1356,20,2,2019-100mb00000000202-438eed6944ba11,Heinrich Klaasen,2021-100mb00000000586-8238f85f91de11,1,0,1,0,1,1,19.5,19.4,Marco Jansen,0,13
1356,20,2,2021-100mb00000000586-8238f85f91de11,Marco Jansen,2019-100mb00000000202-438eed6944ba11,1,1,1,0,0,1,19.5,19.4,Heinrich Klaasen,0,14
1356,20,2,2018-100mb00000000033-d93110bbf88911,Pat Cummins,2021-100mb00000000586-8238f85f91de11,0,0,1,0,0,0,19.6,19.6,Marco Jansen,0,15
1356,20,2,2021-100mb00000000586-8238f85f91de11,Marco Jansen,2018-100mb00000000033-d93110bbf88911,0,0,0,0,0,1,19.6,19.6,Pat Cummins,0,16
1357,18,1,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal,2019-100mb00000000182-b78f12ef44b611,13,1,3,1,11,9,1.6,0.1,Jos Buttler,0,1
1357,18,1,2019-100mb00000000182-b78f12ef44b611,Jos Buttler,2020-100mb00000000533-e895f279639811,13,11,9,1,1,3,1.6,0.1,Yashasvi Jaiswal,0,2
1357,18,1,2020-100mb00000000533-e895f279639811,Yashasvi Jaiswal,2019-100mb00000000190-c62cbae544b711,36,23,9,0,13,9,4.6,2.1,Sanju Samson,0,3
1357,18,1,2019-100mb00000000190-c62cbae544b711,Sanju Samson,2020-100mb00000000533-e895f279639811,36,13,9,0,23,9,4.6,2.1,Yashasvi Jaiswal,0,4
1357,18,1,2019-100mb00000000190-c62cbae544b711,Sanju Samson,2019-100mb00000000189-ac8c327a44b711,93,46,30,4,43,29,14.5,5.1,Riyan Parag,0,5
1357,18,1,2019-100mb00000000189-ac8c327a44b711,Riyan Parag,2019-100mb00000000190-c62cbae544b711,93,43,29,4,46,30,14.5,5.1,Sanju Samson,0,6
1357,18,1,2019-100mb00000000190-c62cbae544b711,Sanju Samson,2019-100mb00000000210-b8addb3444bb11,8,3,3,0,5,7,16.3,14.6,Shimron Hetmyer,0,7
1357,18,1,2019-100mb00000000210-b8addb3444bb11,Shimron Hetmyer,2019-100mb00000000190-c62cbae544b711,8,5,7,0,3,3,16.3,14.6,Sanju Samson,0,8
1357,18,1,2019-100mb00000000190-c62cbae544b711,Sanju Samson,2022-100mb00000001004-da6e207ea44e11,43,20,10,3,20,12,19.6,16.4,Dhruv Jurel,0,9
1357,18,1,2022-100mb00000001004-da6e207ea44e11,Dhruv Jurel,2019-100mb00000000190-c62cbae544b711,43,20,12,3,20,10,19.6,16.4,Sanju Samson,0,10
1357,77,2,2019-100mb00000000170-9429250944ae11,Quinton De Kock,2018-100mb00000000019-80e59e32e99c11,4,4,5,0,0,0,0.5,0.1,KL Rahul,0,1
1357,77,2,2018-100mb00000000019-80e59e32e99c11,KL Rahul,2019-100mb00000000170-9429250944ae11,4,0,0,0,4,5,0.5,0.1,Quinton De Kock,0,2
1357,77,2,2019-100mb00000000200-1283ad3244ba11,Devdutt Padikkal,2018-100mb00000000019-80e59e32e99c11,6,0,3,4,2,6,2.2,0.6,KL Rahul,0,3
1357,77,2,2018-100mb00000000019-80e59e32e99c11,KL Rahul,2019-100mb00000000200-1283ad3244ba11,6,2,6,4,0,3,2.2,0.6,Devdutt Padikkal,0,4
1357,77,2,2022-100mb00000000985-f5950061a44811,Ayush Badoni,2018-100mb00000000019-80e59e32e99c11,1,1,5,0,0,0,3.1,2.3,KL Rahul,0,5
1357,77,2,2018-100mb00000000019-80e59e32e99c11,KL Rahul,2022-100mb00000000985-f5950061a44811,1,0,0,0,1,5,3.1,2.3,Ayush Badoni,0,6
1357,77,2,2019-100mb00000000215-f86e728844bc11,Deepak Hooda,2018-100mb00000000019-80e59e32e99c11,49,26,13,5,18,13,7.3,3.2,KL Rahul,0,7
1357,77,2,2018-100mb00000000019-80e59e32e99c11,KL Rahul,2019-100mb00000000215-f86e728844bc11,49,18,13,5,26,13,7.3,3.2,Deepak Hooda,0,8
1357,77,2,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,2018-100mb00000000019-80e59e32e99c11,85,46,27,1,38,25,16.1,7.4,KL Rahul,0,9
1357,77,2,2018-100mb00000000019-80e59e32e99c11,KL Rahul,2019-100mb00000000136-9313d156449c11,85,38,25,1,46,27,16.1,7.4,Nicholas Pooran,0,10
1357,77,2,2018-100mb00000000023-201fd633e99d11,Marcus Stoinis,2019-100mb00000000136-9313d156449c11,9,3,4,0,6,4,17.3,16.2,Nicholas Pooran,0,11
1357,77,2,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,2018-100mb00000000023-201fd633e99d11,9,6,4,0,3,4,17.3,16.2,Marcus Stoinis,0,12
1357,77,2,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,2019-100mb00000000136-9313d156449c11,19,3,5,4,12,10,19.6,17.4,Nicholas Pooran,0,13
1357,77,2,2019-100mb00000000136-9313d156449c11,Nicholas Pooran,2018-100mb00000000017-5e389774e99c11,19,12,10,4,3,5,19.6,17.4,Krunal Pandya,0,14
1358,35,1,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,2019-100mb00000000225-a11ad1bc44c011,31,11,9,1,19,15,3.6,0.1,Wriddhiman Saha,0,1
1358,35,1,2019-100mb00000000225-a11ad1bc44c011,Wriddhiman Saha,2019-100mb00000000062-8fa4884a17f311,31,19,15,1,11,9,3.6,0.1,Shubman Gill,0,2
1358,35,1,2019-100mb00000000062-8fa4884a17f311,Shubman Gill,2022-100mb00000000976-79aa33cca44611,33,20,13,6,7,9,7.4,4.1,Sai Sudharsan,0,3
1358,35,1,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,2019-100mb00000000062-8fa4884a17f311,33,7,9,6,20,13,7.4,4.1,Shubman Gill,0,4
1358,35,1,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,2022-100mb00000001354-5a766b041e0411,40,22,15,1,17,11,11.6,7.5,Azmatullah Omarzai,0,5
1358,35,1,2022-100mb00000001354-5a766b041e0411,Azmatullah Omarzai,2022-100mb00000000976-79aa33cca44611,40,17,11,1,22,15,11.6,7.5,Sai Sudharsan,0,6
1358,35,1,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,2019-100mb00000000128-e95bebea449911,29,16,14,1,12,11,16.1,12.1,David Miller,0,7
1358,35,1,2019-100mb00000000128-e95bebea449911,David Miller,2022-100mb00000000976-79aa33cca44611,29,12,11,1,16,14,16.1,12.1,Sai Sudharsan,0,8
1358,35,1,2022-100mb00000000976-79aa33cca44611,Sai Sudharsan,2019-100mb00000000061-6d68257c17f311,1,0,1,0,1,1,16.3,16.2,Vijay Shankar,0,9
1358,35,1,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,2022-100mb00000000976-79aa33cca44611,1,1,1,0,0,1,16.3,16.2,Sai Sudharsan,0,10
1358,35,1,2019-100mb00000000120-7489ddcc449711,Rahul Tewatia,2019-100mb00000000061-6d68257c17f311,27,22,15,3,2,2,19.1,16.4,Vijay Shankar,0,11
1358,35,1,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,2019-100mb00000000120-7489ddcc449711,27,2,2,3,22,15,19.1,16.4,Rahul Tewatia,0,12
1358,35,1,2019-100mb00000000061-6d68257c17f311,Vijay Shankar,2019-100mb00000000218-42d9d6f544bf11,7,3,2,0,4,3,19.6,19.2,Rashid Khan,0,13
1358,35,1,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,2019-100mb00000000061-6d68257c17f311,7,4,3,0,3,2,19.6,19.2,Vijay Shankar,0,14
1358,17,2,2019-100mb00000000164-8ae075db44ad11,Ishan Kishan,2018-100mb00000000006-2cf4bba8e99b11,0,0,4,0,0,0,0.4,0.1,Rohit Sharma,0,1
1358,17,2,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,2019-100mb00000000164-8ae075db44ad11,0,0,0,0,0,4,0.4,0.1,Ishan Kishan,0,2
1358,17,2,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,2024-100mb00000003107-805cae57df9b11,30,8,4,2,20,10,2.6,0.5,Naman Dhir,0,3
1358,17,2,2024-100mb00000003107-805cae57df9b11,Naman Dhir,2018-100mb00000000006-2cf4bba8e99b11,30,20,10,2,8,4,2.6,0.5,Rohit Sharma,0,4
1358,17,2,2018-100mb00000000006-2cf4bba8e99b11,Rohit Sharma,202265c5509b72a911ec8ab502ab46c,77,35,25,0,42,30,12.1,3.1,Dewald Brevis,0,5
1358,17,2,202265c5509b72a911ec8ab502ab46c,Dewald Brevis,2018-100mb00000000006-2cf4bba8e99b11,77,42,30,0,35,25,12.1,3.1,Rohit Sharma,0,6
1358,17,2,202265c5509b72a911ec8ab502ab46c,Dewald Brevis,2022-100mb00000000993-60c58f9ea44c11,22,4,8,0,18,14,15.5,12.2,Tilak Varma,0,7
1358,17,2,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,202265c5509b72a911ec8ab502ab46c,22,18,14,0,4,8,15.5,12.2,Dewald Brevis,0,8
1358,17,2,2021-100mb00000000636-9e985b64160411,Tim David,2022-100mb00000000993-60c58f9ea44c11,13,11,10,1,1,3,17.6,15.6,Tilak Varma,0,9
1358,17,2,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,2021-100mb00000000636-9e985b64160411,13,1,3,1,11,10,17.6,15.6,Tim David,0,10
1358,17,2,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,2022-100mb00000000993-60c58f9ea44c11,6,0,0,0,6,2,18.2,18.1,Tilak Varma,0,11
1358,17,2,2022-100mb00000000993-60c58f9ea44c11,Tilak Varma,2018-100mb00000000054-e3ebefa2050a11,6,6,2,0,0,0,18.2,18.1,Hardik Pandya,0,12
1358,17,2,2023-100mb00000002535-239c770f61da11,Gerald Coetzee,2018-100mb00000000054-e3ebefa2050a11,2,1,3,0,1,1,18.6,18.3,Hardik Pandya,0,13
1358,17,2,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,2023-100mb00000002535-239c770f61da11,2,1,1,0,1,3,18.6,18.3,Gerald Coetzee,0,14
1358,17,2,2021-100mb00000000600-e91c35199df211,Shams Mulani,2018-100mb00000000054-e3ebefa2050a11,10,0,0,0,10,3,19.3,19.1,Hardik Pandya,0,15
1358,17,2,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,2021-100mb00000000600-e91c35199df211,10,10,3,0,0,0,19.3,19.1,Shams Mulani,0,16
1358,17,2,2019-100mb00000000149-10d5663944a911,Piyush Chawla,2021-100mb00000000600-e91c35199df211,0,0,1,0,0,0,19.4,19.4,Shams Mulani,0,17
1358,17,2,2021-100mb00000000600-e91c35199df211,Shams Mulani,2019-100mb00000000149-10d5663944a911,0,0,0,0,0,1,19.4,19.4,Piyush Chawla,0,18
1358,17,2,2021-100mb00000000600-e91c35199df211,Shams Mulani,2018-100mb00000000009-92bfdfe9e99b11,2,1,1,0,1,1,19.6,19.5,Jasprit Bumrah,0,19
1358,17,2,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,2021-100mb00000000600-e91c35199df211,2,1,1,0,1,1,19.6,19.5,Shams Mulani,0,20
1359,15,1,2019-100mb00000000216-33c1188144bd11,Jonny Bairstow,2018-100mb00000000011-cbf5eb14e99b11,17,8,6,1,8,9,2.3,0.1,Shikhar Dhawan,0,1
1359,15,1,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,2019-100mb00000000216-33c1188144bd11,17,8,9,1,8,6,2.3,0.1,Jonny Bairstow,0,2
1359,15,1,2019-100mb00000000137-d774e3d1449c11,Simran Singh,2018-100mb00000000011-cbf5eb14e99b11,55,25,17,1,29,21,8.5,2.4,Shikhar Dhawan,0,3
1359,15,1,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,2019-100mb00000000137-d774e3d1449c11,55,29,21,1,25,17,8.5,2.4,Simran Singh,0,4
1359,15,1,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,2019-100mb00000000183-f4a991db44b611,26,8,6,1,17,13,11.6,8.6,Liam Livingstone,0,5
1359,15,1,2019-100mb00000000183-f4a991db44b611,Liam Livingstone,2018-100mb00000000011-cbf5eb14e99b11,26,17,13,1,8,6,11.6,8.6,Shikhar Dhawan,0,6
1359,15,1,2018-100mb00000000011-cbf5eb14e99b11,Shikhar Dhawan,2019-100mb00000000138-5bd8fcf6449d11,0,0,1,0,0,0,12.1,12.1,Sam Curran,0,7
1359,15,1,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2018-100mb00000000011-cbf5eb14e99b11,0,0,0,0,0,1,12.1,12.1,Shikhar Dhawan,0,8
1359,15,1,2019-100mb00000000138-5bd8fcf6449d11,Sam Curran,2022-100mb00000001000-d90666b7a44d11,52,23,17,3,26,17,17.5,12.2,Jitesh Sharma,0,9
